name,ab_hours,ab_minutes,audiobook_length_(minutes),author,author_gender,completed_record,cost,count_complete,created_time,dashboard_stats_link,fanfic,finished,format,genre,genre_link,goodreads_link,id,lgbt,last_edited,narrator_(old),narrators,poc_author?,page_count,physical_copy_owned,publisher,rating,reread,series,source,spice,status,trope,word_count,ya
Can I Steal You for a Second (#2),9.0,7.0,547,Jodi McAlister,Female,Yes,$11.99,1,"November 17, 2024 3:07 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"November 17, 2024",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/62059205-can-i-steal-you-for-a-second,LIB-792,YES,"October 16, 2025 10:22 AM",Anthea Greco,Anthea Greco (https://www.notion.so/Anthea-Greco-28e8d7a063c980629f14e6b27902b508?pvs=21),NO,352.0,NO,Simon & Schuster Audio,7.4,NO,Marry Me Juliet,Libby,🌶,Complete,"Forbidden Love, Love Triangle",88875.0,NO
The Co-Op,10.0,26.0,626,Tarah Dewitt,Female,Yes,$18.00,1,"November 24, 2024 3:19 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"November 24, 2024",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/203578886-the-co-op?from_search=true&from_srp=true&qid=EY9YRbGqFN&rank=1,LIB-793,NO,"October 16, 2025 2:03 PM","Amy Hall, Tim Paige","Tim Paige (https://www.notion.so/Tim-Paige-28e8d7a063c980d09958e1faf2e9b853?pvs=21), Amy Hall (https://www.notion.so/Amy-Hall-28e8d7a063c980039ae6c5d2a2bcef0a?pvs=21)",NO,352.0,YES,Tantor Media Inc,7.7,NO,,Libby,🌶🌶🌶,Complete,"Forced Proximity/Shared Goal, Misunderstanding, Second Chance",104358.0,NO
A Week to be Wicked (#2),10.0,58.0,658,Tessa Dare,Female,Yes,$9.99,1,"November 25, 2024 9:09 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"November 25, 2024",Audiobook,Historical Romance,Historical Romance (https://www.notion.so/Historical-Romance-d352b36d2b9e47ab9b242bdfcca440a8?pvs=21),https://www.goodreads.com/book/show/11738128-a-week-to-be-wicked,LIB-794,NO,"October 16, 2025 10:43 AM",Caroline Morris,Caroline Morris (https://www.notion.so/Caroline-Morris-28e8d7a063c98037b6fcf5221b0e0751?pvs=21),NO,356.0,NO,HarperAudio,8.4,NO,Spindle Cove,Libby,🌶🌶🌶,Complete,"One Bed, Strangers to Lovers",101615.0,NO
Lights Out (#1),13.0,39.0,819,Navessa Allen,Female,Yes,$19.00,1,"November 27, 2024 4:09 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"November 27, 2024",Audiobook,PWP,PWP (https://www.notion.so/PWP-3c0267439535497d86e9f37a9eabd2e9?pvs=21),https://www.goodreads.com/book/show/201017011-lights-out,LIB-795,NO,"October 16, 2025 2:04 PM","Elena Wolfe, Zachary Webber/Jacob Morgan","Zachary Webber / Jacob Morgan (https://www.notion.so/Zachary-Webber-Jacob-Morgan-28e8d7a063c980088d65c5b3d4f3b250?pvs=21), Elena Wolfe / Andi Arnt (https://www.notion.so/Elena-Wolfe-Andi-Arnt-28e8d7a063c980298586eca810413ac1?pvs=21)",NO,454.0,NO,Zando,8.4,NO,Into Darkness,Libby,🌶🌶🌶🌶🌶,Complete,Sick/Hurt & Takes Care of Them,137642.0,NO
Off To The Races,8.0,52.0,532,Elsie Silver,Female,Yes,$17.99,1,"December 1, 2024 6:30 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"December 1, 2024",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/57516722-off-to-the-races,LIB-797,NO,"October 16, 2025 2:03 PM","CJ Bloom, Tim Paige","Tim Paige (https://www.notion.so/Tim-Paige-28e8d7a063c980d09958e1faf2e9b853?pvs=21), CJ Bloom (https://www.notion.so/CJ-Bloom-28e8d7a063c980319ed8e110e908d8c8?pvs=21)",NO,334.0,NO,"Tantor Audio, Tantor Media Inc",6.8,NO,,Libby,🌶🌶,Complete,Coworkers/Workplace,86287.0,NO
Lovelight Farms (#1),10.0,15.0,615,BK Borison,Female,Yes,$17.00,1,"December 2, 2024 2:55 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"December 2, 2024",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/122753311-lovelight-farms?from_search=true&from_srp=true&qid=oCSDEyDOZh&rank=1,LIB-798,NO,"October 16, 2025 1:56 PM",Pippa Jayne,Pippa Jayne (https://www.notion.so/Pippa-Jayne-28e8d7a063c980f699fbf5d365d1128f?pvs=21),NO,332.0,NO,Dreamscape Media,7.5,NO,Lovelight Farms,Libby,🌶🌶,Complete,"Fake Relationship, Friends to Lovers, Misunderstanding",94025.0,NO
In The Weeds (#2),10.0,46.0,646,BK Borison,Female,Yes,$17.00,1,"December 3, 2024 11:38 AM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"December 3, 2024",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/122494718-in-the-weeds,LIB-799,NO,"October 16, 2025 1:57 PM","Dane Anderson, Pippa Jayne","Pippa Jayne (https://www.notion.so/Pippa-Jayne-28e8d7a063c980f699fbf5d365d1128f?pvs=21), Dane Anderson (https://www.notion.so/Dane-Anderson-28e8d7a063c980878223de5b178e0788?pvs=21)",NO,344.0,NO,Dreamscape Media,7.5,NO,Lovelight Farms,Hoopla,🌶🌶,Complete,"One Night Stand, Opposites Attract, Second Chance",98863.0,NO
Is She Really Going Out With Him?,11.0,42.0,702,Sophie Cousens,Female,Yes,$19.00,1,"December 12, 2024 10:05 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"November 29, 2024",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/208894884-is-she-really-going-out-with-him,LIB-796,NO,"October 16, 2025 1:48 PM",Kerry Gilbert,Kerry Gilbert (https://www.notion.so/Kerry-Gilbert-28e8d7a063c9801f99b7dc75bb9c8c47?pvs=21),NO,368.0,NO,Books on Tape,6.9,NO,,Libby,🌶,Complete,"Coworkers/Workplace, Misunderstanding, One Bed",106432.0,NO
Mixed Signals (#3),10.0,16.0,616,BK Borison,Female,Yes,$17.00,1,"December 12, 2024 10:14 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"December 6, 2024",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/121764710-mixed-signals,LIB-800,NO,"October 16, 2025 1:57 PM","Julio Maxwell, Pippa Jayne","Pippa Jayne (https://www.notion.so/Pippa-Jayne-28e8d7a063c980f699fbf5d365d1128f?pvs=21), Julio Maxwell (https://www.notion.so/Julio-Maxwell-28e8d7a063c980fa8c34d72dabbca39d?pvs=21)",NO,335.0,NO,Dreamscape Media,6.4,NO,Lovelight Farms,Libby,🌶🌶,Complete,"Fake Relationship, Third Act Breakup",101467.0,NO
The Right Thing To Do (#1),,,0,Julie Soto/LovesBitca8,Female,Yes,$0.00,1,"December 12, 2024 10:15 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),YES,"December 11, 2024",Ebook,"Contemporary Romance, Fantasy","Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21), Romantasy (https://www.notion.so/Romantasy-2318d7a063c980508251ea15ed24302f?pvs=21)",https://www.goodreads.com/book/show/39934465-the-right-thing-to-do,LIB-801,NO,"July 15, 2025 12:17 PM",,,NO,660.0,NO,,8.2,NO,The Right Thing To Do,AO3,🌶🌶,Complete,"Coworkers/Workplace, Enemies/Rivals to Lovers, Forbidden Love",174911.0,NO
The Auction (#3),,,0,Julie Soto/LovesBitca8,Female,Yes,$0.00,1,"December 15, 2024 2:27 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),YES,"December 15, 2024",Ebook,Romantasy,Romantasy (https://www.notion.so/Romantasy-2318d7a063c980508251ea15ed24302f?pvs=21),https://www.goodreads.com/book/show/53912089,LIB-802,NO,"July 15, 2025 12:27 PM",,,NO,724.0,NO,,8.6,NO,The Right Thing To Do,AO3,🌶🌶,Complete,Enemies/Rivals to Lovers,325876.0,NO
Not in My Book,11.0,30.0,690,Katie Holt,Female,Yes,$19.99,1,"December 16, 2024 4:31 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"December 16, 2024",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/203194039-not-in-my-book?from_search=true&from_srp=true&qid=5AxpCEJlAI&rank=1,LIB-803,NO,"October 16, 2025 1:40 PM",Frankie Corzo,Frankie Corzo (https://www.notion.so/Frankie-Corzo-28e8d7a063c9800ba6e5c8686b7c8a2b?pvs=21),YES,320.0,NO,Recorded Books Inc.,7.9,NO,,Libby,🌶🌶,Complete,"Academia/School, Author/Writer, Enemies/Rivals to Lovers, Forced Proximity/Shared Goal, One Bed, Third Act Breakup",103571.0,NO
Keep Me,10.0,38.0,638,Sara Cate,Female,Yes,$14.99,1,"December 18, 2024 12:23 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"December 18, 2024",Audiobook,PWP,PWP (https://www.notion.so/PWP-3c0267439535497d86e9f37a9eabd2e9?pvs=21),https://www.goodreads.com/book/show/208503278-keep-me?from_search=true&from_srp=true&qid=AQrEtcZGXX&rank=4,LIB-804,NO,"October 16, 2025 1:47 PM","Kelli Tager, Will Watt","Kelli Tager (https://www.notion.so/Kelli-Tager-28e8d7a063c980b5beeac9b9530aeedd?pvs=21), Will Watt (https://www.notion.so/Will-Watt-28e8d7a063c980cd8c44ca4d4652d891?pvs=21)",NO,336.0,NO,Dreamscape Media,5.3,NO,,Libby,🌶🌶🌶🌶🌶,Complete,"Enemies/Rivals to Lovers, Fake Relationship, One Bed, Sick/Hurt & Takes Care of Them",92918.0,NO
All The Wrong Things (#2),,,0,Julie Soto/LovesBitca8,Female,Yes,$0.00,1,"December 27, 2024 8:58 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),YES,"December 27, 2024",Ebook,"Fantasy, Romance","Romance (https://www.notion.so/Romance-a1f5cb3c60e24916a3adf803af4ad445?pvs=21), Fantasy (https://www.notion.so/Fantasy-e989fb4da8814fdc952cb296717bae91?pvs=21)",https://www.goodreads.com/book/show/45213321-all-the-wrong-things?ac=1&from_search=true&qid=VB9wq5ByNk&rank=1,LIB-805,NO,"July 15, 2025 12:20 PM",,,NO,533.0,NO,,5.8,NO,The Right Thing To Do,AO3,🌶🌶,Complete,"Coworkers/Workplace, Enemies/Rivals to Lovers",160297.0,NO
Truthwitch,,,0,Susan Dennard,,,$14.99,0,"December 29, 2024 12:32 PM",DNF (https://www.notion.so/DNF-27e859d35ceb47ac9c08b31d22496b07?pvs=21),,"December 29, 2024",Audiobook,Fantasy,,https://www.goodreads.com/book/show/21414439-truthwitch?ac=1&from_search=true&qid=GtaVtp91Co&rank=1,LIB-806,,"December 29, 2024 12:32 PM",,,,416.0,,,,NO,,Libby,,DNF,,,
The Holiday Honeymoon Switch,8.0,32.0,512,Julia McKay,Female,Yes,$19.00,1,"January 2, 2025 8:50 PM",Completed 2025 (https://www.notion.so/Completed-2025-1728d7a063c980b2acdce72d85d83ac0?pvs=21),NO,"January 2, 2025",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/204316886-the-holiday-honeymoon-switch?from_search=true&from_srp=true&qid=RPTZz7tMcH&rank=1,LIB-807,NO,"October 16, 2025 10:24 AM",Brittany Pressley,Brittany Pressley (https://www.notion.so/Brittany-Pressley-28e8d7a063c980cb82b9c794b7f89e03?pvs=21),NO,352.0,NO,Books on Tape,5.6,NO,,Libby,🌶,Complete,Second Chance,77485.0,NO
Fourth Wing (#1) [reread],20.0,43.0,1243,Rebecca Yarros,Female,Yes,$29.99,1,"January 5, 2025 2:27 PM","Completed 2025 (https://www.notion.so/Completed-2025-1728d7a063c980b2acdce72d85d83ac0?pvs=21), Rereads (https://www.notion.so/Rereads-4ce64269181543abb2a1d2bf1369527d?pvs=21)",NO,"January 5, 2025",Audiobook,Romantasy,Romantasy (https://www.notion.so/Romantasy-2318d7a063c980508251ea15ed24302f?pvs=21),https://www.goodreads.com/book/show/61431922-fourth-wing?ac=1&from_search=true&qid=eQpe4oZXUM&rank=1,LIB-808,NO,"October 16, 2025 1:58 PM","Rebecca Soler, Teddy Hamilton/Andrew Eiden","Rebecca Soler (https://www.notion.so/Rebecca-Soler-28e8d7a063c98049b845f6f96b5ee6d0?pvs=21), Teddy Hamilton / Andrew Eiden (https://www.notion.so/Teddy-Hamilton-Andrew-Eiden-28e8d7a063c9809faa32d9e9d549ac23?pvs=21)",NO,528.0,NO,Recorded Books Inc.,8.1,YES,,Libby,🌶,Complete,Love Triangle,184859.0,NO
Draco Malfoy and the Mortifying Ordeal of Being in Love,,,0,thisisselfcare/Brigitte Knightley,Female,,$0.00,1,"January 7, 2025 11:06 PM",Completed 2025 (https://www.notion.so/Completed-2025-1728d7a063c980b2acdce72d85d83ac0?pvs=21),YES,"January 7, 2025",Ebook,Romantasy,Romantasy (https://www.notion.so/Romantasy-2318d7a063c980508251ea15ed24302f?pvs=21),https://www.goodreads.com/book/show/60127763-draco-malfoy-and-the-mortifying-ordeal-of-being-in-love,LIB-809,NO,"July 15, 2025 12:34 PM",,,NO,593.0,,,9.7,NO,,AO3,🌶🌶,Complete,"Coworkers/Workplace, Enemies/Rivals to Lovers, Forbidden Love, Forced Proximity/Shared Goal, Sick/Hurt & Takes Care of Them",199548.0,NO
Iron Flame (#2) [reread],28.0,16.0,1696,Rebecca Yarros,Female,Yes,$29.99,1,"January 16, 2025 10:40 AM","Completed 2025 (https://www.notion.so/Completed-2025-1728d7a063c980b2acdce72d85d83ac0?pvs=21), Rereads (https://www.notion.so/Rereads-4ce64269181543abb2a1d2bf1369527d?pvs=21)",NO,"January 18, 2025",Audiobook,Romantasy,Romantasy (https://www.notion.so/Romantasy-2318d7a063c980508251ea15ed24302f?pvs=21),https://www.goodreads.com/en/book/show/90202302,LIB-810,NO,"October 16, 2025 1:58 PM","Rebecca Soler, Teddy Hamilton/Andrew Eiden","Rebecca Soler (https://www.notion.so/Rebecca-Soler-28e8d7a063c98049b845f6f96b5ee6d0?pvs=21), Teddy Hamilton / Andrew Eiden (https://www.notion.so/Teddy-Hamilton-Andrew-Eiden-28e8d7a063c9809faa32d9e9d549ac23?pvs=21)",NO,623.0,NO,Recorded Books Inc.,7.9,YES,The Empyrean,Libby,🌶🌶🌶,Complete,,251438.0,NO
Meet You in the Middle,11.0,3.0,663,Devon Daniels,Female,Yes,$16.00,1,"January 19, 2025 6:29 PM",Completed 2025 (https://www.notion.so/Completed-2025-1728d7a063c980b2acdce72d85d83ac0?pvs=21),NO,"January 19, 2025",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/49349184-meet-you-in-the-middle,LIB-811,NO,"October 16, 2025 10:24 AM","Brittany Pressley, Mark Deakins","Brittany Pressley (https://www.notion.so/Brittany-Pressley-28e8d7a063c980cb82b9c794b7f89e03?pvs=21), Mark Deakins (https://www.notion.so/Mark-Deakins-28e8d7a063c9806da940c73db026e64c?pvs=21)",NO,368.0,NO,"Books on Tape, Penguin Audio",5.7,NO,,Libby,🌶,Complete,"Coworkers/Workplace, Enemies/Rivals to Lovers, Third Act Breakup",99963.0,NO
Bride [reread],12.0,46.0,766,Ali Hazelwood,Female,Yes,$17.10,1,"January 20, 2025 7:53 PM",Completed 2025 (https://www.notion.so/Completed-2025-1728d7a063c980b2acdce72d85d83ac0?pvs=21),NO,"January 20, 2025",Audiobook,Paranormal Romance,Paranormal Romance (https://www.notion.so/Paranormal-Romance-2318d7a063c9804f9692e5bd025c76e3?pvs=21),https://www.goodreads.com/book/show/181344829-bride?from_search=true&from_srp=true&qid=WBCkkn7vBo&rank=1,LIB-812,NO,"October 16, 2025 2:03 PM","Thérèse Plummer, Will Damron","Thérèse Plummer (https://www.notion.so/Th-r-se-Plummer-28e8d7a063c98002ae26e227f50fc1ac?pvs=21), Will Damron (https://www.notion.so/Will-Damron-28e8d7a063c9800db59de462db71ab81?pvs=21)",NO,471.0,NO,Books on Tape,8.9,YES,,Libby,🌶🌶🌶,Complete,"Enemies/Rivals to Lovers, Fake Relationship, Forbidden Love, Forced Proximity/Shared Goal, Sick/Hurt & Takes Care of Them",107207.0,NO
Onyx Storm (#3),23.0,52.0,1432,Rebecca Yarros,Female,,$27.00,1,2025-01-23 10:30:00,Completed 2025 (https://www.notion.so/Completed-2025-1728d7a063c980b2acdce72d85d83ac0?pvs=21),NO,"January 23, 2025",Audiobook,Romantasy,Romantasy (https://www.notion.so/Romantasy-2318d7a063c980508251ea15ed24302f?pvs=21),https://www.goodreads.com/book/show/209439446-onyx-storm?from_search=true&from_srp=true&qid=dp4aYOoQSo&rank=1,LIB-813,NO,"October 16, 2025 1:58 PM","Rebecca Soler, Teddy Hamilton/Andrew Eiden","Rebecca Soler (https://www.notion.so/Rebecca-Soler-28e8d7a063c98049b845f6f96b5ee6d0?pvs=21), Teddy Hamilton / Andrew Eiden (https://www.notion.so/Teddy-Hamilton-Andrew-Eiden-28e8d7a063c9809faa32d9e9d549ac23?pvs=21)",NO,544.0,NO,Recorded Books Inc.,6.6,NO,The Empyrean,Libby,🌶🌶,Complete,,211224.0,NO
Just My Type [reread],9.0,30.0,570,Falon Ballard,Female,Yes,$17.00,1,"January 25, 2025 4:25 PM","Completed 2025 (https://www.notion.so/Completed-2025-1728d7a063c980b2acdce72d85d83ac0?pvs=21), Rereads (https://www.notion.so/Rereads-4ce64269181543abb2a1d2bf1369527d?pvs=21)",NO,"January 25, 2025",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),goodreads.com/book/show/61069157-just-my-type?ref=nav_sb_noss_l_12,LIB-815,NO,"October 16, 2025 2:03 PM",Tegan Ashton Cohan,Tegan Ashton Cohan (https://www.notion.so/Tegan-Ashton-Cohan-28e8d7a063c9805dbbeedfd333a610f8?pvs=21),NO,368.0,NO,Books on Tape,7.3,YES,,Libby,🌶,Complete,"Author/Writer, Coworkers/Workplace, Forced Proximity/Shared Goal, Second Chance",86144.0,NO
Manacled [reread],,,0,SenLinYu,Other/Multiple,Yes,$0.00,1,"January 26, 2025 1:11 PM","Completed 2025 (https://www.notion.so/Completed-2025-1728d7a063c980b2acdce72d85d83ac0?pvs=21), Rereads (https://www.notion.so/Rereads-4ce64269181543abb2a1d2bf1369527d?pvs=21)",YES,"January 30, 2025",Ebook,"Fantasy, Romance","Fantasy (https://www.notion.so/Fantasy-e989fb4da8814fdc952cb296717bae91?pvs=21), Romance (https://www.notion.so/Romance-a1f5cb3c60e24916a3adf803af4ad445?pvs=21)",https://www.goodreads.com/book/show/52122096-manacled?ac=1&from_search=true&qid=GUIvx9hpWr&rank=1,LIB-816,NO,"July 15, 2025 12:32 PM",,,YES,925.0,NO,,8.9,YES,,AO3,🌶🌶🌶,Complete,"Enemies/Rivals to Lovers, Second Chance",373854.0,NO
Deep End,13.0,46.0,826,Ali Hazelwood,Female,Yes,$20.00,1,"February 10, 2025 8:51 PM",Completed 2025 (https://www.notion.so/Completed-2025-1728d7a063c980b2acdce72d85d83ac0?pvs=21),NO,"February 10, 2025",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/212808709-deep-end?from_search=true&from_srp=true&qid=NjbdOuVo0W&rank=1,LIB-817,NO,"October 16, 2025 2:03 PM","Ben Holtzmuller, Thérèse Plummer","Thérèse Plummer (https://www.notion.so/Th-r-se-Plummer-28e8d7a063c98002ae26e227f50fc1ac?pvs=21), Ben Holtzmuller (https://www.notion.so/Ben-Holtzmuller-28e8d7a063c980ac8bfbd6c78a9abe72?pvs=21)",NO,464.0,NO,Books on Tape,8.5,NO,,Libby,🌶🌶🌶🌶,Complete,"Power Dynamic, Sports Romance",115879.0,NO
Fang Fiction,13.0,25.0,805,Kate Stayman-London,Female,Yes,$19.00,1,"February 13, 2025 10:53 AM",Completed 2025 (https://www.notion.so/Completed-2025-1728d7a063c980b2acdce72d85d83ac0?pvs=21),NO,"February 13, 2025",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/204640575-fang-fiction,LIB-818,NO,"October 16, 2025 10:20 AM",Amber Benson,Amber Benson (https://www.notion.so/Amber-Benson-28e8d7a063c9800d9889e0e47eb149a1?pvs=21),NO,400.0,NO,Books on Tape,7.4,NO,,Libby,🌶,Complete,"Enemies/Rivals to Lovers, Forced Proximity/Shared Goal, Misunderstanding",111951.0,NO
First Time Caller,11.0,54.0,714,BK Borison,Female,Yes,$19.00,1,"February 16, 2025 2:13 PM",Completed 2025 (https://www.notion.so/Completed-2025-1728d7a063c980b2acdce72d85d83ac0?pvs=21),NO,"February 15, 2025",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/213243908-first-time-caller?ac=1&from_search=true&qid=zw7mcIJB8y&rank=1,LIB-819,NO,"October 16, 2025 10:54 AM","EJ Bingham, Hathaway Lee","EJ Bingham (https://www.notion.so/EJ-Bingham-28e8d7a063c980db892fd7205d19fdb8?pvs=21), Hathaway Lee (https://www.notion.so/Hathaway-Lee-28e8d7a063c98052a657f0eb9bbbfb5c?pvs=21)",NO,448.0,NO,Books on Tape,8.9,NO,,Libby,🌶🌶,Complete,"Misunderstanding, Opposites Attract, Third Act Breakup",117480.0,NO
Scythe & Sparrow,13.0,36.0,816,Brynne Weaver,Female,Yes,$19.00,1,"February 16, 2025 2:36 PM",Completed 2025 (https://www.notion.so/Completed-2025-1728d7a063c980b2acdce72d85d83ac0?pvs=21),NO,"February 16, 2025",Audiobook,Romance,Romance (https://www.notion.so/Romance-a1f5cb3c60e24916a3adf803af4ad445?pvs=21),https://www.goodreads.com/book/show/127616032-scythe-sparrow,LIB-820,NO,"October 16, 2025 2:00 PM","Eric Nolan, Samantha Brentmoor","Samantha Brentmoor (https://www.notion.so/Samantha-Brentmoor-28e8d7a063c980e2b88ef4d1516b867c?pvs=21), Eric Nolan (https://www.notion.so/Eric-Nolan-28e8d7a063c980ba92a6cfafb65a0255?pvs=21)",NO,416.0,NO,Zando,8.3,NO,Ruinous Love Trilogy,Libby,🌶🌶🌶🌶,Complete,"Misunderstanding, Sick/Hurt & Takes Care of Them, Third Act Breakup",112593.0,NO
The Troublesome Thing About Time,,,0,LadyKenz347,Other/Multiple,Yes,$0.00,1,"February 22, 2025 7:21 PM",Novellas 2025 (https://www.notion.so/Novellas-2025-1728d7a063c9806d957edc3f78912cfa?pvs=21),YES,"February 22, 2025",Ebook,"Contemporary Romance, Fantasy, Novella / Short Story","Novella / Short Story (https://www.notion.so/Novella-Short-Story-903c755151894e38acb2a9d0350542a8?pvs=21), Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21), Romantasy (https://www.notion.so/Romantasy-2318d7a063c980508251ea15ed24302f?pvs=21)",https://www.goodreads.com/book/show/50498175-the-troublesome-thing-about-time?from_search=true&from_srp=true&qid=yEryO7GHAY&rank=1,LIB-821,NO,"July 15, 2025 12:17 PM",,,NO,114.0,NO,,7.4,NO,,AO3,🌶🌶,Complete,Second Chance,38914.0,NO
